commercial;kəˈmɜ:ʃl
marry;ˈmæri
speed;spi:d
consequence;ˈkɒnsɪkwəns
master;ˈmɑ:stə
Africa;ˈæfrɪkə
consideration;kənˌsɪdəˈreɪʃn
driver;ˈdraɪvə
release;rɪˈli:s
rich;rɪtʃ
latter;ˈlætə
huge;hju:dʒ
understanding;ˌʌndəˈstændɪŋ
impact;ˈɪmpækt
aim;eɪm
practical;ˈpræktɪkl
beginning;bɪˈgɪnɪŋ
credit;ˈkredɪt
appoint;əˈpɔɪnt
stare;steə
apparently;əˈpærəntli
video;ˈvɪdiəʊ
emerge;ɪˈmɜ:dʒ
separate;ˈseprət
safe;seɪf
route;ru:t
key;ki:
deny;dɪˈnaɪ
progress;ˈprəʊɡres
track;træk
reaction;riˈækʃn
danger;ˈdeɪndʒə
link;lɪŋk
belief;bɪˈli:f
chief;tʃi:f
merely;ˈmɪəli
shoot;ʃu:t
regular;ˈreɡjələ
slowly;sləʊli
conclusion;kənˈklu:ʒn
comment;ˈkɒment
winter;ˈwɪntə
observe;əbˈzɜ:v
content;ˈkɒntent
politics;ˈpɒlətɪks
usual;ˈju:ʒuəl, ˈju:ʒəl
flower;ˈflaʊə
additional;əˈdɪʃənl
propose;prəˈpəʊz
distance;ˈdɪstəns
estate;ɪˈsteɪt
path;pɑ:θ
farmer;ˈfɑ:mə
largely;ˈlɑ:dʒli
debt;det
objective;əbˈdʒektɪv
judge;dʒʌdʒ
gold;ɡəʊld
feed;fi:d
skin;skɪn
employer;ɪmˈplɔɪə
active;ˈæktɪv
boat;bəʊt
vehicle;ˈvi:əkl
except;ɪkˈsept
reality;riˈæləti
bag;bæg
weekend;ˌwi:kˈend
writer;ˈraɪtə
complex;ˈkɒmpleks
strike;straɪk
package;ˈpækɪdʒ
injury;ˈɪndʒəri
respond;rɪˈspɒnd
settle;ˈsetl
wine;waɪn
expert;ˈekspɜ:t
ignore;ɪɡˈnɔ:
insurance;ɪnˈʃʊərəns, ɪnˈʃɔ:rəns
alone;əˈləʊn
drink;drɪŋk
connection;kəˈnekʃn
powerful;ˈpaʊəfl
survive;səˈvaɪv
sample;ˈsɑ:mpl
prison;ˈprɪzn
hole;həʊl
nevertheless;ˌnevəðəˈles
battle;ˈbætl
possibly;ˈpɒsəbli
inside;ˌɪnˈsaɪd
currently;ˈkʌrəntli
colleague;ˈkɒli:ɡ
ring;rɪŋ
somebody;ˈsʌmbədi
sight;saɪt
mainly;ˈmeɪnli
arrange;əˈreɪndʒ
conflict;ˈkɒnflɪkt
legislation;ˌledʒɪsˈleɪʃn
confidence;ˈkɒnfɪdəns
painting;ˈpeɪntɪŋ
commitment;kəˈmɪtmənt
concentrate;ˈkɒnsntreɪt
generation;ˌdʒenəˈreɪʃn
clothes;kləʊðz, kləʊz
telephone;ˈtelɪfəʊn
bridge;brɪdʒ
threat;θret
volume;ˈvɒlju:m
middle;ˈmɪdl
introduction;ˌɪntrəˈdʌkʃn
entry;ˈentri
visitor;ˈvɪzɪtə
plus;plʌs
author;ˈɔ:θə
kingdom;ˈkɪŋdəm
impossible;ɪmˈpɒsəbl
domestic;dəˈmestɪk
reply;rɪˈplaɪ
carefully;ˈkeəfəli
administration;ədˌmɪnɪˈstreɪʃn
background;ˈbækɡraʊnd
previously;ˈpri:viəsli
sexual;ˈsekʃuəl
actual;ˈæktʃuəl
cabinet;ˈkæbɪnət
regulation;ˌreɡjuˈleɪʃn
fresh;freʃ
warm;wɔ:m
wage;weɪdʒ
technical;ˈteknɪkl
entirely;ɪnˈtaɪəli
investigation;ɪnˌvestɪˈɡeɪʃn
lift;lɪft
tour;tʊə
cross;krɒs
acquire;əˈkwaɪə
song;sɒŋ
ship;ʃɪp
demonstrate;ˈdemənstreɪt
ordinary;ˈɔ:dnri
extremely;ɪkˈstri:mli
football;ˈfʊtbɔ:l
engine;ˈendʒɪn
bus;bʌs
internal;ɪnˈtɜ:nl
victim;ˈvɪktɪm
cheap;tʃi:p
exhibition;ˌeksɪˈbɪʃn
dad;dæd
phone;fəʊn
somewhere;ˈsʌmweə
consumer;kənˈsju:mə
category;ˈkætəɡəri
commit;kəˈmɪt
prefer;prɪˈfɜ:
row;rəʊ, raʊ
yard;jɑ:d
launch;lɔ:ntʃ
stuff;stʌf
reading;ˈri:dɪŋ
construction;kənˈstrʌkʃn
threaten;ˈθretn
excellent;ˈeksələnt
tradition;trəˈdɪʃn
relief;rɪˈli:f
manner;ˈmænə
housing;ˈhaʊzɪŋ
fairly;ˈfeəli
improvement;ɪmˈpru:vmənt
discipline;ˈdɪsəplɪn
increasingly;ɪnˈkri:sɪŋli
tonight;təˈnaɪt
limit;ˈlɪmɪt
potential;pəˈtenʃl
promote;prəˈməʊt
distribution;ˌdɪstrɪˈbju:ʃn
Japan;dʒəˈpæn
interview;ˈɪntəvju:
description;dɪˈskrɪpʃn
northern;ˈnɔ:ðən
session;ˈseʃn
insist;ɪnˈsɪst
loan;ləʊn
forty;ˈfɔ:ti
existence;ɪɡˈzɪstəns
representative;ˌreprɪˈzentətɪv
repeat;rɪˈpi:t
bind;baɪnd
contrast;ˈkɒntrɑ:st
meal;mi:l
search;sɜ:tʃ
touch;tʌtʃ
traffic;ˈtræfɪk
equally;ˈi:kwəli
straight;streɪt
religious;rɪˈlɪdʒəs
prince;prɪns
retain;rɪˈteɪn
rose;rəʊz
cultural;ˈkʌltʃərəl
joint;dʒɔɪnt
appearance;əˈpɪərəns
gentleman;ˈdʒentlmən
crisis;ˈkraɪsɪs
sleep;sli:p
strange;streɪndʒ
unemployment;ˌʌnɪmˈplɔɪmənt
sheet;ʃi:t
twelve;twelv
famous;ˈfeɪməs
code;kəʊd
coffee;ˈkɒfi
thanks;θæŋks
assess;əˈses
pension;ˈpenʃn
asset;ˈæset
limited;ˈlɪmɪtɪd
consist;kənˈsɪst
deliver;dɪˈlɪvə
conservative;kənˈsɜ:vətɪv
audience;ˈɔ:diəns
soft;sɒft
formal;ˈfɔ:ml
broad;brɔ:d
proper;ˈprɒpə
attract;əˈtrækt
theatre;ˈθɪətə
contribute;kənˈtrɪbju:t, ˈkɒntrɪbju:t
mountain;ˈmaʊntən
quick;kwɪk
freedom;ˈfri:dəm
reject;rɪˈdʒekt
dinner;ˈdɪnə
vary;ˈveəri
flat;flæt
quiet;ˈkwaɪət
writing;ˈraɪtɪŋ
magazine;ˌmæɡəˈzi:n
plate;pleɪt
explanation;ˌekspləˈneɪʃn
finance;ˈfaɪnæns, faɪˈnæns, fəˈnæns
flight;flaɪt
challenge;ˈtʃælɪndʒ
impose;ɪmˈpəʊz
selection;sɪˈlekʃn
capacity;kəˈpæsəti
youth;ju:θ
favour;ˈfeɪvə
examination;ɪɡˌzæmɪˈneɪʃn
output;ˈaʊtpʊt
rural;ˈrʊərəl
belong;bɪˈlɒŋ
initial;ɪˈnɪʃl
spring;sprɪŋ
substantial;səbˈstænʃl
conversation;ˌkɒnvəˈseɪʃn
whereas;ˌweərˈæz
invite;ɪnˈvaɪt
victory;ˈvɪktəri
aircraft;ˈeəkrɑ:ft
intention;ɪnˈtenʃn
reduction;rɪˈdʌkʃn
unable;ʌnˈeɪbl
lovely;ˈlʌvli
decade;ˈdekeɪd, dɪˈkeɪd
rain;reɪn
Christian;ˈkrɪstʃən
average;ˈævərɪdʒ
warn;wɔ:n
declare;dɪˈkleə
definition;ˌdefɪˈnɪʃn
promise;ˈprɒmɪs
lip;lɪp
twice;twaɪs
leading;ˈli:dɪŋ
reasonable;ˈri:znəbl
egg;eg
factory;ˈfæktri, ˈfæktəri
dream;dri:m
onto;ˈɒntə, ˈɒntu
surely;ˈʃʊəli, ˈʃɔ:li
suitable;ˈsu:təbl
address;əˈdres
castle;ˈkɑ:sl
destroy;dɪˈstrɔɪ
sing;sɪŋ
fast;fɑ:st
fourth;fɔ:θ
immediate;ɪˈmi:diət
detailed;ˈdi:teɪld
overall;ˌəʊvərˈɔ:l
equal;ˈi:kwəl
hide;haɪd
divide;dɪˈvaɪd
offence;əˈfens
Edinburgh;ˈedɪnbrə
working;ˈwɜ:kɪŋ
channel;ˈtʃænl
Paris;ˈpærɪs
concentration;ˌkɒnsnˈtreɪʃn
acid;ˈæsɪd
error;ˈerə
bright;braɪt
module;ˈmɒdju:l
transfer;trænsˈfɜ:, ˈtrænsfɜ:
undertake;ˌʌndəˈteɪk
appointment;əˈpɔɪntmənt
recommend;ˌrɛkəˈmɛnd
everybody;ˈɛvriˌbɑdi
combine;ˈkɑmbaɪn
enterprise;ˈɛnərˌpraɪz
sufficient;səˈfɪʃənt
democratic;ˌdɛməˈkrætɪk
absence;ˈæbsəns
eastern;ˈistərn
worry;ˈwəri
tape;teɪp
weapon;ˈwɛpən
birth;bərθ
nobody;ˈnoʊˌbɑˌdi
settlement;ˈsɛtəlmənt
bottom;ˈbɑtəm
growing;groʊɪŋ
teaching;ˈtiʧɪŋ
ought;ɔt
Irish;ˈaɪrɪʃ
assembly;əˈsɛmbli
recognize;ˈrɛkəgˌnaɪz
educational;ˌɛʤəˈkeɪʃənəl
correct;kərˈɛkt
criticism;ˈkrɪtɪˌsɪzəm
scientific;ˌsaɪənˈtɪfɪk
instruction;ˌɪnˈstrəkʃən
fee;fi
temperature;ˈtɛmpərəʧər
implication;ˌɪmpləˈkeɪʃən
stick;stɪk
whilst;waɪlst
female;ˈfiˌmeɪl
recognition;ˌrɛkɪgˈnɪʃən
cry;kraɪ
bishop;ˈbɪʃəp
handle;ˈhændəl
expensive;ɪkˈspɛnsɪv
institute;ˈɪnstɪˌtut
spread;sprɛd
store;stɔr
component;kəmˈpoʊnənt
waste;weɪst
select;səˈlɛkt
wave;weɪv
kid;kɪd
mental;ˈmɛntəl
solicitor;səˈlɪsətər
frequently;ˈfrikwɛntli
expenditure;ɪkˈspɛndɪʧər
republic;riˈpəblɪk
increased;ˌɪnˈkrist
totally;ˈtoʊtəli
program;ˈproʊˌgræm
publication;ˌpəblɪˈkeɪʃən
absolutely;ˌæbsəˈlutli
murder;ˈmərdər
household;ˈhaʊsˌhoʊld
friday;ˈfraɪˌdeɪ
bottle;ˈbɑtəl
desire;dɪˈzaɪər
bedroom;ˈbɛˌdrum
sequence;ˈsikwəns
critical;ˈkrɪtɪkəl
dangerous;ˈdeɪnʤərəs
treaty;ˈtriti
experiment;ɪkˈspɛrəmənt
guide;gaɪd
welcome;ˈwɛlkəm
weather;ˈwɛðər
neck;nɛk
secure;sɪˈkjʊr
necessarily;ˌnɛsəˈsɛrəli
phase;feɪz
block;blɑk
elsewhere;ˈɛlsˌwɛr
guest;gɛst
partly;ˈpɑrtli
curriculum;kərˈɪkjələm
ear;ɪr
pleasure;ˈplɛʒər
double;ˈdəbəl
screen;skrin
unlikely;ənˈlaɪkli
seriously;ˈsɪriəsli
widely;ˈwaɪdli
conclude;kənˈklud
sum;səm
organise;organise*
pool;pul
afraid;əˈfreɪd
recall;ˈriˌkɔl
initiative;ˌɪˈnɪʃətɪv
trip;trɪp
familiar;fəˈmɪljər
metal;ˈmɛtəl
congress;ˈkɑŋgrəs
properly;ˈprɑpərli
illustrate;ˈɪləˌstreɪt
map;mæp
violence;ˈvaɪələns
focus;ˈfoʊkɪs
imply;ˌɪmˈplaɪ
brain;breɪn
assumption;əˈsəmpʃən
scientist;ˈsaɪəntɪst
realize;ˈriəˌlaɪz
historical;hɪˈstɔrɪkəl
nurse;nərs
display;dɪˈspleɪ
Liverpool;ˈlɪvərˌpul
southern;ˈsəðərn
Monday;ˈmənˌdeɪ
China;ˈʧaɪnə
photograph;ˈfoʊtəˌgræf
ministry;ˈmɪnɪstri
instrument;ˈɪnstrəmənt
captain;ˈkæptən
slow;sloʊ
increasing;ˌɪnˈkrisɪŋ
closely;ˈkloʊsli
investigate;ˌɪnˈvɛstəˌgeɪt
generate;ˈʤɛnərˌeɪt
shout;ʃaʊt
perfect;ˈpərˌfɪkt
daily;ˈdeɪli
learning;ˈlərnɪŋ
theme;θim
gallery;ˈgæləri
dry;draɪ
lane;leɪn
nod;nɑd
cat;kæt
journey;ˈʤərni
valley;ˈvæli
emphasis;ˈɛmfəsɪs
beside;ˌbiˈsaɪd
thousands;ˈθaʊzənz
location;loʊˈkeɪʃən
priority;praɪˈɔrəti
liberal;ˈlɪˌbərəl
combination;ˌkɑmbəˈneɪʃən
heat;hit
interpretation;ˌɪnˌtərprɪˈteɪʃən
sky;skaɪ
spot;spɑt
rely;rɪˈlaɪ
crowd;kraʊd
advise;ədˈvaɪz
crown;kraʊn
coal;koʊl
opening;ˈoʊpənɪŋ
wild;waɪld
urban;ˈərbən
tool;tul
disappear;ˌdɪsəˈpɪr
prospect;ˈprɑspɛkt
revenue;ˈrɛvəˌnu
membership;ˈmɛmbərˌʃɪp
succeed;səkˈsid
earn;ərn
tom;tɑm
flow;floʊ
climb;klaɪm
noise;nɔɪz
tiny;ˈtaɪni
gun;gən
upper;ˈəpər
escape;ɪˈskeɪp
lunch;lənʧ
gate;geɪt
thin;θɪn
troop;trup
approve;əˈpruv
inform;ˌɪnˈfɔrm
criterion;kraɪˈtɪriən
index;ˈɪndɛks
afford;əˈfɔrd
remind;riˈmaɪnd
variation;ˌvɛriˈeɪʃən
faith;feɪθ
apparent;əˈpɛrənt
neither;ˈniðər
corp;ˈkɔrpərˈeɪʃən
professor;prəˈfɛsər
deputy;ˈdɛpjəti
silence;ˈsaɪləns
narrow;ˈnɛroʊ
married;ˈmɛrid
palace;ˈpæləs
dress;drɛs
winner;ˈwɪnər
alternative;ɔlˈtərnətɪv
prepared;priˈpɛrd
motion;ˈmoʊʃən
supposed;səˈpoʊzd
fifteen;ˈfɪfˈtin
mistake;mɪˈsteɪk
literature;ˈlɪtərəʧər
wing;wɪŋ
soldier;ˈsoʊlʤər
tooth;tuθ
incident;ˈɪnsədənt
moral;ˈmɔrəl
derive;dəraɪv
suggestion;səˈʤɛsʧən
Russian;ˈrəʃən
elect;ɪˈlɛkt
aye;aɪ
conduct;ˈkɑndəkt
hell;hɛl
characteristic;ˌkɛrɪktərˈɪstɪk
burn;bərn
border;ˈbɔrdər
Italy;ˈɪtəli
estimate;ˈɛstəˌmeɪt
religion;rɪˈlɪʤən
lake;leɪk
Japanese;ˌʤæpəˈniz
ride;raɪd
foundation;faʊnˈdeɪʃən
attractive;əˈtræktɪv
careful;ˈkɛrfəl
request;rɪkˈwɛst
tall;tɔl
vital;ˈvaɪtəl
leaf;lif
specialist;ˈspɛʃəlɪst
cope;koʊp
empty;ˈɛmti
busy;ˈbɪzi
score;skɔr
passage;ˈpæsɪʤ
representation;ˌrɛprəzɛnˈteɪʃən
effectively;ˈifɛktɪvli
comparison;kəmˈpɛrəsən
persuade;pərsˈweɪd
recover;rɪˈkəvər
clean;klin
guy;gaɪ
device;dɪˈvaɪs
mass;mæs
fruit;frut
Manchester;ˈmænˌʧɛstər
jump;ʤəmp
square;skwɛr
bloody;ˈblədi
restaurant;ˈrɛˌstrɑnt
tone;toʊn
gather;ˈgæðər
shot;ʃɑt
USA;ˈjuˈɛˈseɪ
brief;brif
Australia;ɔˈstreɪljə
marketing;ˈmɑrkətɪŋ
circle;ˈsərkəl
engineering;ˈɛnʤəˈnɪrɪŋ
creation;kriˈeɪʃən
pretty;ˈprɪti
mechanism;ˈmɛkəˌnɪzəm
pub;pəb
clause;klɔz
oppose;əˈpoʊz
observation;ˌɑbzərˈveɪʃən
external;ɪkˈstərnəl
elderly;ˈɛldərli
coast;koʊst
defendant;dɪˈfɛndənt
relative;ˈrɛlətɪv
breath;brɛθ
chain;ʧeɪn
rare;rɛr
badly;ˈbædli
thick;θɪk
ancient;ˈeɪnʧənt
shut;ʃət
neighbour;ˈneɪbər
liability;ˌlaɪəˈbɪlɪti
panel;ˈpænəl
championship;ˈʧæmpiənˌʃɪp
atmosphere;ˈætməsˌfɪr
attach;əˈtæʧ
distinction;dɪˈstɪŋkʃən
capable;ˈkeɪpəbəl
revolution;ˌrɛvəˈluʃən
surprise;səˈpraɪz
pocket;ˈpɑkət
blow;bloʊ
count;kaʊnt
leeds;lidz
leadership;ˈlidərˌʃɪp
impression;ˌɪmˈprɛʃən
negotiation;nɪˌgoʊʃiˈeɪʃən
typical;ˈtɪpɪkəl
welfare;ˈwɛlˌfɛr
slip;slɪp
explore;ɪkˈsplɔr
anybody;ˈɛnibədi
fan;fæn
establishment;ɪˈstæblɪʃmənt
advance;ədˈvæns
fashion;ˈfæʃən
billion;ˈbɪljən
accuse;əˈkjuz
soil;sɔɪl
tank;tæŋk
meanwhile;ˈminˌwaɪl
port;pɔrt
iron;aɪərn
accompany;əˈkəmpəni
trend;trɛnd
ticket;ˈtɪkɪt
origin;ˈɔrəʤən
hate;heɪt
motor;ˈmoʊtər
milk;mɪlk
roll;roʊl
drawing;drɔɪŋ
entire;ɪnˈtaɪər
hence;hɛns
cancer;ˈkænsər
expense;ɪkˈspɛns
roof;rʊf
wonderful;ˈwəndərfəl
constant;ˈkɑnstənt
exclude;ɪkˈsklud
convention;kənˈvɛnʃən
silver;ˈsɪlvər
nineteen;ˈnaɪnˈtin
wash;wɑʃ
beach;biʧ
height;haɪt
fuel;fjuəl
significance;sɪgˈnɪfɪkəns
ideal;aɪˈdil
India;ˈɪndiə
academic;ˌækəˈdɛmɪk
editor;ˈɛdɪtər
bond;bɑnd
withdraw;wɪθˈdrɔ
charity;ˈʧɛrɪti
his;hɪz
vast;væst
champion;ˈʧæmpiən
outcome;ˈaʊtˌkəm
steal;stil
grand;grænd
severe;səˈvɪr
citizen;ˈsɪtɪzən
vision;ˈvɪʒən
shoe;ʃu
minor;ˈmaɪnər
signal;ˈsɪgnəl
warning;ˈwɔrnɪŋ
rail;reɪl
pursue;pərˈsu
achievement;əˈʧivmənt
bone;boʊn
corporate;ˈkɔrpərət
gift;gɪft
expectation;ˌɛkspɛkˈteɪʃən
diet;daɪət
unfortunately;ənˈfɔrʧənətli
enemy;ˈɛnəmi
parish;ˈpɛrɪʃ
manufacturer;ˌmænjəˈfækʧərər
strongly;ˈstrɔŋli
engineer;ˈɛnʤəˈnɪr
servant;ˈsərvənt
corporation;ˌkɔrpərˈeɪʃən
justify;ˈʤəstəˌfaɪ
living;ˈlɪvɪŋ
prisoner;ˈprɪzənər
negative;ˈnɛgətɪv
lesson;ˈlɛsən
notion;ˈnoʊʃən
tenant;ˈtɛnənt
democracy;dɪˈmɑkrəsi
stretch;strɛʧ
fix;fɪks
somewhat;ˈsəmˈwət
lawyer;ˈlɔjər
van;væn
funny;ˈfəni
inflation;ˌɪnˈfleɪʃən
complaint;kəmˈpleɪnt
rapidly;ˈræpədli
plenty;ˈplɛnti
bush;bʊʃ
fundamental;ˌfəndəˈmɛnəl
tear;tɪr
lean;lin
root;rut
councillor;councillor*
Wednesday;ˈwɛnzˌdeɪ
permanent;ˈpərmɑˌnɛnt
similarly;ˈsɪmələrli
pleased;plizd
grey;greɪ
passenger;ˈpæsənʤər
via;ˈviə
amongst;əˈməŋst
spain;speɪn
territory;ˈtɛrɪˌtɔri
ill;ɪl
mine;maɪn
originally;ərˈɪʤənəli
afterwards;ˈæftərwərdz
ourselves;ɑrˈsɛlvz
terrible;ˈtɛrəbəl
finding;ˈfaɪndɪŋ
being;biɪŋ
camp;kæmp
permit;ˈpərˌmɪt
weak;wik
surprised;səˈpraɪzd
nose;noʊz
plane;pleɪn
independence;ˌɪndɪˈpɛndəns
owe;oʊ
desk;dɛsk
hurt;hərt
crucial;ˈkruʃəl
beneath;bɪˈniθ
gap;gæp
supporter;səˈpɔrtər
accommodation;əˌkɑməˈdeɪʃən
boundary;ˈbaʊndəri
lots;lɑts
formation;fɔrˈmeɪʃən
bath;bæθ
inner;ˈɪnər
switch;swɪʧ
transaction;trænˈzækʃən
plastic;ˈplæstɪk
occupy;ˈɑkjəˌpaɪ
subsequent;ˈsəbsəkwənt
connect;kəˈnɛkt
buyer;baɪər
contemporary;kənˈtɛmpərˌɛri
licence;ˈlaɪsəns
resident;ˈrɛzɪdənt
exception;ɪkˈsɛpʃən
appreciate;əˈpriʃiˌeɪt
knock;nɑk
construct;ˈkɑnstrəkt
resolution;ˌrɛzəˈluʃən
brown;braʊn
prior;praɪər
abandon;əˈbændən
column;ˈkɑləm
criminal;ˈkrɪmənəl
virtually;ˈvərʧuəli
engage;ɪnˈgeɪʤ
knee;ni
Roman;ˈroʊmən
topic;ˈtɑpɪk
database;ˈdætəˌbeɪs
dispute;dɪˈspjut
secondary;ˈsɛkənˌdɛri
struggle;ˈstrəgəl
alright;ˌɔˈlraɪt
inquiry;ˌɪnkˈwaɪˌri
politician;ˌpɑləˈtɪʃən
perfectly;ˈpərfəktli
shock;ʃɑk
assistance;əˈsɪstəns
surround;səraʊnd
massive;ˈmæsɪv
dominate;ˈdɑməˌneɪt
gene;ʤin
unique;juˈnik
odd;ɑd
paint;peɪnt
African;ˈæfrɪkɑn
beauty;ˈbjuti
sixty;ˈsɪksti
novel;ˈnɑvəl
quote;kwoʊt
preparation;ˌprɛpərˈeɪʃən
unknown;ənˈnoʊn
Russia;ˈrəʃə
metre;ˈmitər
identity;aɪˈdɛntəˌti
incorporate;ˌɪnˈkɔrpərˌeɪt
breakfast;ˈbrɛkfəst
proceeding;prəˈsidɪŋ
grass;græs
unix;ˈjunɪks
bell;bɛl
currency;ˈkərənsi
complain;kəmˈpleɪn
parliamentary;ˌpɑrləˈmɛntəri
minority;məˈnɔrəti
mill;mɪl
quantity;kˈwɑntəti
sharp;ʃɑrp
proceed;pərˈsid
interpret;ˌɪnˈtərprət
moreover;mɔˈroʊvər
somehow;ˈsəmˌhaʊ
dismiss;dɪsˈmɪs
sick;sɪk
stress;strɛs
blame;bleɪm
spokesman;ˈspoʊksmən
emergency;ˈimərʤənsi
pilot;ˈpaɪlət
involvement;ˌɪnˈvɑlvmənt
phrase;freɪz
premise;ˈprɛmɪs
significantly;sɪgˈnɪfɪkəntli
tension;ˈtɛnʃən
acknowledge;ækˈnɑlɪʤ
alter;ˈɔltər
ninety;ˈnaɪnti
manufacturing;ˌmænjəˈfækʧərɪŋ
expand;ɪkˈspænd
prize;praɪz
defend;dɪˈfɛnd
partnership;ˈpɑrtnərˌʃɪp
thinking;ˈθɪŋkɪŋ
pollution;pəˈluʃən
implement;ˈɪmpləmənt
tower;taʊər
analyse;analyse*
extension;ɪkˈstɛnʃən
naturally;ˈnæʧərəli
communist;ˈkɑmjənəst
arrest;ərˈɛst
calculate;ˈkælkjəˌleɪt
fault;fɔlt
holder;ˈhoʊldər
rarely;ˈrɛrli
protein;ˈproʊˌtin
taste;teɪst
obligation;ˌɑbləˈgeɪʃən
net;nɛt
decline;dɪˈklaɪn
mirror;ˈmɪrər
yours;jʊrz
assist;əˈsɪst
suit;sut
long-term;ˈlɔŋˈtərm
delivery;dɪˈlɪvəri
guilty;ˈgɪlti
resolve;riˈzɑlv
regime;rəˈʒim
possess;pəˈzɛs
framework;ˈfreɪmˌwərk
mix;mɪks
extensive;ɪkˈstɛnsɪv
angry;ˈæŋgri
saving;ˈseɪvɪŋ
constitution;ˌkɑnstəˈtuʃən
depth;dɛpθ
enormous;ɪˈnɔrmɪs
tie;taɪ
alive;əˈlaɪv
lucky;ˈləki
specify;ˈspɛsəˌfaɪ
agricultural;ˌægrɪˈkəlʧərəl
steel;stil
unusual;ənˈjuˌʒuəl
behalf;bɪˈhæf
crew;kru
frame;freɪm
approval;əˈpruvəl
remaining;rɪˈmeɪnɪŋ
advertising;ˈædvərˌtaɪzɪŋ
ward;wɔrd
command;kəˈmænd
string;strɪŋ
governor;ˈgəvərnər
ice;aɪs
tough;təf
setting;ˈsɛtɪŋ
restriction;riˈstrɪkʃən
poem;poʊəm
cycle;ˈsaɪkəl
principal;ˈprɪnsəpəl
yellow;ˈjɛloʊ
wheel;wil
Italian;ˌɪˈtæljən
efficient;ɪˈfɪʃənt
maintenance;ˈmeɪntənəns
load;loʊd
bother;ˈbɑðər
healthy;ˈhɛlθi
anywhere;ˈɛniˌwɛr
possession;pəˈzɛʃən
funding;ˈfəndɪŋ
restore;rɪˈstɔr
coat;koʊt
recommendation;ˌrɛkəmənˈdeɪʃən
boss;bɔs
input;ˈɪnˌpʊt
Chinese;ʧaɪˈniz
mode;moʊd
heavily;ˈhɛvəli
suspect;ˈsəˌspɛkt
restrict;riˈstrɪkt
inch;ɪnʧ
reckon;ˈrɛkən
export;ˈɛkspɔrt
hundreds;ˈhənərdz
unlike;ənˈlaɪk
dear;dɪr
profession;prəˈfɛʃən
proposed;prəˈpoʊzd
protest;ˈproʊˌtɛst
poll;poʊl
conventional;kənˈvɛnʃənəl
plaintiff;ˈpleɪnəf
countryside;ˈkəntriˌsaɪd
voluntary;ˈvɑləntɛri
recession;ˌriˈsɛʃən
distinguish;dɪˈstɪŋgwɪʃ
abroad;əˈbrɔd
boot;but
shareholder;ˈʃɛˌrhoʊldər
urge;ərʤ
occasionally;ɔˈkeɪʒənəˌli
recovery;rɪˈkəvəri
autumn;ˈɔtəm
reputation;ˌrɛpjəˈteɪʃən
agriculture;ˈægrɪˌkəlʧər
constitute;ˈkɑnstəˌtut
quietly;kˈwaɪətli
cottage;ˈkɑtɪʤ
trading;ˈtreɪdɪŋ
comfortable;ˈkəmfərtəbəl
purchase;ˈpərʧəs
habit;ˈhæbət
sugar;ˈʃʊgər
valuable;ˈvæljəbəl
convert;ˈkɑnvərt
landscape;ˈlænˌskeɪp
regularly;ˈrɛgjələrli
mostly;ˈmoʊstli
firmly;ˈfərmli
layer;leɪər
dramatic;drəˈmætɪk
submit;səbˈmɪt
creature;ˈkriʧər
initially;ˌɪˈnɪʃəli
friendly;ˈfrɛndli
judgment;ˈʤəʤmənt
willing;ˈwɪlɪŋ
temporary;ˈtɛmpərˌɛri
thursday;ˈθərzˌdeɪ
bomb;bɔm
guard;gɑrd
presentation;ˌprɛzənˈteɪʃən
empire;ˈɛmpaɪər
eighty;ˈeɪti
penalty;ˈpɛnəlti
electricity;ɪˌlɛkˈtrɪsəti
wake;weɪk
glad;glæd
gently;ˈʤɛntli
wealth;wɛlθ
camera;ˈkæmərə
guess;gɛs
solve;sɑlv
efficiency;ɪˈfɪʃənsi
chest;ʧɛst
shortly;ˈʃɔrtli
tired;taɪərd
keen;kin
statutory;ˈstæʧəˌtɔri
predict;prɪˈdɪkt
golden;ˈgoʊldən
laboratory;ˈlæbrəˌtɔri
lifespan;ˈlaɪfˌspæn
critic;ˈkrɪtɪk
perspective;pərˈspɛktɪv
self;sɛlf
Welsh;wɛlʧ
specifically;spəˈsɪfɪkli
illness;ˈɪlnəs
aside;əˈsaɪd
sudden;ˈsədən
coach;koʊʧ
slight;slaɪt
certificate;sərˈtɪfɪkət
peak;pik
arrival;ərˈaɪvəl
locate;ˈloʊˌkeɪt
preserve;prɪˈzərv
glance;glæns
hat;hæt
resistance;rɪˈzɪstəns
muscle;ˈməsəl
drama;ˈdrɑmə
meat;mit
promotion;pərˈmoʊʃən
variable;ˈvɛriəbəl
hello;hɛˈloʊ
symptom;ˈsɪmptəm
soul;soʊl
bread;brɛd
dependent;dɪˈpɛndənt
Indian;ˈɪndiən
competitive;kəmˈpɛtɪtɪv
cake;keɪk
abuse;əˈbjuz
custom;ˈkəstəm
philosophy;fəˈlɑsəfi
commons;ˈkɑmənz
eleven;ˈilɛvən
alliance;əˈlaɪəns
spending;ˈspɛndɪŋ
federal;ˈfɛdərəl
subsequently;ˈsəbsəkwəntli
zone;zoʊn
co-operation;co-operation*
bid;bɪd
ratio;ˈreɪʃiˌoʊ
producer;prəˈdusər
dollar;ˈdɔlər
angle;ˈæŋgəl
beer;bɪr
radical;ˈrædɪkəl
armed;ɑrmd
stairs;stɛrz
cook;kʊk
Tuesday;ˈtuzˌdeɪ
